brand;diagonal;old_price;new_price;product_code;name;url
ASUS;16;22699;22699;WG00282557;Монітор портативний Asus 16 ZenScreen MB16QHG HDMI, 2xUSB-C, Audio, IPS, 2560x1600, 16:10, 120Hz, DCI-P3 100%, HDR400, Cover;https://nimpha.ua/282498-monitor-portativniy-asus-16-zenscreen-mb16qhg-hdmi-2xusb-c-audio-ips-2560x1600-1610-120hz-dci-p3-100-hdr400-cover
MSI;27;5184;5184;WG00287105;Монітор 27 IPS PRO MP275 MSI;https://nimpha.ua/287397-monitor-27-ips-pro-mp275-msi
Lenovo;23.8;13940;13940;WG00295346;Монітор Lenovo ThinkVision T24mv-30 23.8 16:9 IPS РК, 1920х1080, 75 Гц, 1xHDM I 2.1/1xDP 1.4/1xDP Out/1xUSB Type C (до 90 Вт)/LA;https://nimpha.ua/295266-monitor-lenovo-thinkvision-t24mv-30-238-16%3A9-ips-rk-1920kh1080-75-gts-1xhdm-i-21-1xdp-14-1xdp-out-1xusb-type-c-do-90-vt-la
ViewSonic;27;7615;7615;WG00296081;Монітор ViewSonic VG2755-2K 27 16:9 SuperClear IPS РК, 2560х1440, 75 Гц, 5мс (GtG), 1xHDMI 1.4/1xDP/3xUSB 3.2/1xUSB-C;https://nimpha.ua/295990-monitor-viewsonic-vg2755-2k-27-16%3A9-superclear-ips-rk-2560kh1440-75-gts-5ms-gtg-1xhdmi-14-1xdp-3xusb-32-1xusb-c
BenQ;24.5;21053;20969;WG00296160;Монітор BenQ XL2546X DARK GREY 24,5 16:9 Fast TN ігровий, 1920x1 080, 240 Гц, DyAc 2, S Switch,  3xHDMI 2.0/1xDP;https://nimpha.ua/296064-monitor-igroviy-zowie-xl2566k-245-169-fast-tn-rk-1920x1080-240-gts-dyac-2-s-switch-3xhdmi-20-1xdp-1-dark-grey
Philips;34;13312;13312;WG00296354;Монiтор PHILIPS TFT 34 346E2LAE/00 21:9 WQHD VA 100Hz HDMI DP USB-C MM Height Black;https://nimpha.ua/296259-monitor-philips-tft-34-346e2lae-00-219-wqhd-va-100hz-hdmi-dp-usb-c-mm-height-black
QUBE;24.5;4199;3999;WG00299634;Монітор QUBE B25F100-IPS 24.5 FHD IPS 100hz, HDMI, VGA, DP, speaker, HDMI cable;https://nimpha.ua/299515-monitor-245-qube-b25f100-ips-fhd-ips-100hz-hdmi-vga-dp-speaker-hdmi-cable-b25f100-ips
Philips;27;8826;8805;WG00303845;Монiтор PHILIPS 27 27E1N1600AE/00;https://nimpha.ua/303801-monitor-philips-27-27e1n1600ae-00
iiyama;31.5;12095;12095;WG00304075;Монітор iiyama 31,5 ProLite (XB3270QSU-B1);https://nimpha.ua/303982-monitor-iiyama-315-prolite-xb3270qsu-b1
AOC;27;10110;10110;WG00311300;Монітор 27 AOC U27B3A, IPS, 4K UHD, HDMIx2, DP, колонки, чорний;https://nimpha.ua/311166-monitor-27-aoc-u27b3a-ips-4k-uhd-hdmix2-dp-kolonki-chorniy
AOC;27;6908;6908;WG00311273;Монітор 27 AOC 27G4XE, IPS, 180Гц, 1мс, HDMIx2, DP, колонки, чорний;https://nimpha.ua/311782-monitor-27-aoc-27g4xe-ips-180gts-1ms-hdmix2-dp-kolonki-chorniy
Lenovo;24.5;7225;7225;WG00312884;Монітор Lenovo P25i-30 24,5IPS, 1920х1080, 100 Гц, 4 мс, 1xVGA/1xHDMI 2.1/1xDP 1.4/1xDP Out/4xUSB;https://nimpha.ua/312987-monitor-lenovo-p25i-30-245ips-1920kh1080-100-gts-4-ms-1xvga-1xhdmi-21-1xdp-14-1xdp-out-4xusb
EIZO;23.8;27239;25890;WG00312870;Монітор EIZO EV2490-BK 23.8 16:9 IPS, 1920х1080, 1xHDMI 1.4/1 хDP 1.3/1xUSB Type C/3xUSB 3.1/LAN, HAS;https://nimpha.ua/313027-monitor-eizo-ev2490-bk-238-ips-1920kh1080-1xhdmi-14-1-khdp-13-1xusb-type-c-do-70-vt-3xusb-31-lan-has
Acer;31.5;23620;23619;WG00317160;Монітор ігровий Acer Predator 31.5 IPS 4K,3840*2160,16 0 Гц;https://nimpha.ua/317268-monitor-315-acer-predator-xb323qkv3bmiiphxips160hz1mshdmidisplayportkolonki
GIGABYTE;31.5;51168;50558;WG00328911;Монітор GIGABYTE 32 OLED (AORUS FO32U2 EK);https://nimpha.ua/329054-monitor-gigabyte-32-oled-aorus-fo32u2-ek
iiyama;27;8033;8003;WG00329230;Монітор iiyama 27 IPS РК, 2560х1440, 100Гц, 16:9, 1 мс (MPRT), Adaptive Sync, 1xHDMI 2.0, 1xDP 1.2, SP 2х2 Вт (XUB2793QS-B6);https://nimpha.ua/329365-monitor-iiyama-27-ips-rk-2560kh1440-100gts-169-1-ms-mprt-adaptive-sync-1xhdmi-20-1xdp-12-sp-2kh2-vt-xub2793qs-b6
GIGABYTE;27;36999;35636;WG00329252;Монітор ігровий GIGABYTE 27 OLED, 2560x1440 QHD, 360Hz, 2xHDMI 2.1, 1xDP 1.4, KVM, 2x5W (AORUS FO27Q3);https://nimpha.ua/329399-monitor-igroviy-gigabyte-27-oled-2560x1440-qhd-360hz-2xhdmi-21-1xdp-14-kvm-2x5w-aorus-fo27q3
Acer;27;6099;5854;WG00329500;Монітор ігровий Acer Nitro 27 IPS, 1920x1080, 180Гц (UM.HQ1EE.303);https://nimpha.ua/329639-monitor-igroviy-acer-nitro-27-ips-1920x1080-180gts-umhq1ee303
Philips;26.5;27506;27371;WG00330684;Монітор Philips 27M2N8500 27 QD-OLED, QHD, 360Hz, 0.3ms, 2xHDMI, DP, USB-hub, HAS, Pivot, колонки, білий (27M2N8500/00);https://nimpha.ua/331079-monitor-philips%C2%A027m2n8500-27-qd-oled%C2%A0qhd-360hz%C2%A003ms%C2%A02xhdmi-dp-usb-hub%C2%A0has-pivot%C2%A0kolonki%C2%A0biliy-27m2n8500-00
GIGABYTE;31.5;11700;11675;WG00332643;Монітор ігровий Gigabyte GS32Q Gaming Monitor 31.5 SS IPS QHD, 2560x1440, 170Hz, 1ms, 2xHDMI, 1xDP 1.4;https://nimpha.ua/333269-monitor-igroviy-gigabyte-gs32q-gaming-monitor-315-ss-ips-qhd-2560x1440-170hz-1ms-2xhdmi-1xdp-14
Dell;23.8;6020;6019;WG00333750;Монітор Dell S2425HS 23.8 IPS, 100Hz, White (210-BMHH);https://nimpha.ua/334177-monitor-dell-s2425hs-238-ips-100hz-white-210-bmhh
2E;27;5599;5539;WG00337868;Монітор 2E GAMING G2724BU 27 IPS, 165Hz, 1ms, FreeSync, HDMI/DP/USB Type-C (2E-G2724BU-01.UA);https://nimpha.ua/338455-monitor-2e-gaming-g2724bu-27-ips-165hz-1ms-freesync-hdmi-dp-usb-type-c-2e-g2724bu-01ua
Samsung;27;5512;5499;WG00341266;Монітор Samsung S27D400 27 IPS, 100Hz, 2xHDMI, DP, USB (LS27D400GAIXCI);https://nimpha.ua/341824-monitor-samsung-s27d400-27-ips-100hz-2xhdmi-dp-usb-ls27d400gaixci
ViewSonic;27;6199;6060;WG00370919;Монітор ігровий ViewSonic VX27G1-HD, 27 SuperClear IPS, 1920х1080, 16:9, 180Гц, 1мс (MPRT), HDR10, 2xHDMI 1.4/1xDP;https://nimpha.ua/371525-monitor-igroviy-viewsonic-vx27g1-hd-27-superclear-ips-1920kh1080-169-180gts-1ms-mprt-hdr10-2xhdmi-14-1xdp
ASRock;27;10299;10269;WG00370976;Монiтор iгровий ASRock PG27Q15R2A, 27 VA 1500R, 2560x1440, 165Hz, 1мс, 2xHDMI 2.0/1xDP 1.4/1xHP, Wi-Fi;https://nimpha.ua/371559-monitor-igroviy-asrock-pg27q15r2a-27-va-1500r-2560x1440-165hz-1ms-2xhdmi-20-1xdp-14-1xhp-wi-fi
ASRock;27;6699;6669;WG00370974;Монiтор iгровий ASRock PG27FFT1A, 27 IPS Flat, 1920x1080, 180Hz, 1мс, 2xHDMI 2.0/1xDP 1.2/1xHP, 2х2W;https://nimpha.ua/371612-monitor-igroviy-asrock-pg27fft1a-27-ips-flat-1920x1080-180hz-1ms-2xhdmi-20-1xdp-12-1xhp-2kh2w
BenQ;31.5;57655;57655;WG00370937;Монітор професійний BenQ PD3226G, 31.5 IPS, 3840х2160, 16:9, 144Гц, 1мс (GtG), FreeSync, VESA AdaptiveSync, білий/сріблястий (9H.LMVLA.TBE);https://nimpha.ua/371647-monitor-profesiyniy-benq-pd3226g-315-ips-3840kh2160-169-144gts-1ms-gtg-freesync-vesa-adaptivesync-biliy-sriblyastiy-9hlmvlatbe
Lenovo;31.5;13999;13999;WG00370938;Монітор ігровий Lenovo R32qc-30, 31.5 VA, вигнутий, 2560x1440, 16:9, 180Гц, 0.5мс (MPRT), HDR10, FreeSync (67C8GAC1UA);https://nimpha.ua/371694-monitor-igroviy-lenovo-r32qc-30-315-va-vignutiy-2560x1440-169-180gts-05ms-mprt-hdr10-freesync-67c8gac1ua
ASUS;27;23051;21521;WG00371323;Монітор ігровий Asus VG27UQ1A, 27 IPS, 3840x2160, 160Гц, 2xHDMI/DP (90LM0AR0-B01371);https://nimpha.ua/371917-monitor-igroviy-asus-vg27uq1a-27-ips-3840x2160-160gts-2xhdmi-dp-90lm0ar0-b01371
Acer;34;29232;29214;WG00371341;Монітор ігровий Acer Predator X34V3BMIIPHUZX, вигнутий, 34 VA, 3440x1440, 180Гц (UM.CXXEE.301);https://nimpha.ua/372053-monitor-igroviy-acer-predator-x34v3bmiiphuzx-vignutiy-34-va-3440x1440-180gts-umcxxee301
Acer;27;7499;7197;WG00371329;Монітор ігровий Acer VG270UGBMIIPX, 27 IPS, 2560x1440, 120Гц (UM.HV0EE.G05);https://nimpha.ua/372203-monitor-igroviy-acer-vg270ugbmiipx-27-ips-2560x1440-120gts-umhv0eeg05
Philips;27;8190;7915;WG00373122;Монітор Philips 27E1N5500LA/00, 27 VA, QHD, 75Гц, 1ms, 2xHDMI/DP, HAS, Pivot, колонки, чорний;https://nimpha.ua/373669-monitor-philips-27e1n5500la-00-27-va-qhd-75gts-1ms-2xhdmi-dp-has-pivot-kolonki-chorniy
HP;5;12672;12238;WG00373131;Монітор HP S5 Pro 527pq, 27 IPS, QHD, 100Гц, HDMI/DP, HAS, Pivot, чорний (9D9S0UT);https://nimpha.ua/373870-monitor-hp-s5-pro-527pq-27-ips-qhd-100gts-hdmi-dp-has-pivot-chorniy-9d9s0ut
Philips;23.8;4183;4156;WG00158458;Монітор, Philips V-line 243V7QJABF (243V7QJABF/00), 23.8, IPS, 1920x1080, 60Гц;https://nimpha.ua/176132-monitor-238-philips-243v7qjabf-00-black
ASUS;27;22132;22132;WG00196522;Монітор Asus XG27AQ 27 IPS,2560*1440,170Гц;https://nimpha.ua/208055-monitor-asus-rog-strix-xg27aq-90lm06u0-b01370
ASUS;27;17516;17515;WG00216675;Монітор Asus XG27UQR 27 IPS, 3840*2160,144 Гц,HDR10;https://nimpha.ua/220639-monitor-asus-rog-strix-xg27uqr-90lm05a0-b02370
Philips;31.5;12753;12600;WG00233767;Монітор 31.5 Philips 325B1L, QHD, IPS, DP, HDMI x 2, USB, Pivot, HAS, колонки, чорний;https://nimpha.ua/234697-monitor-315-philips-325b1l-qhd-ips-dp-hdmi-x-2-usb-pivot-has-kolonki-chorniy
ASUS;34;15956;15706;WG00237271;Монітор Asus VG34VQEL1A 34 VA,3440*1440,100 Гц;https://nimpha.ua/238268-monitor-lcd-34-asus-tuf-gaming-vg34vqel1a-2xhdmi-dp-3xusb-mm-va-3440x1440-219-100hz-1ms-curved-freesync-has-hdr10
ASUS;34.14;47874;47799;WG00240664;Монітор Asus XG349C 34.14 IPS, 3440*1440,180Гц,1 мс;https://nimpha.ua/241652-monitor-asus-341-rog-strix-xg349c-hdmi-dp-usb-c-2xusb-mm-ips-3440x1440-180hz-1ms-dci-p3-98-curved-g-sync-has-hdr400
Acer;23.8;4999;3799;WG00253666;Монітор Acer SB242YEBI 23.8 IPS, 1920*1080,100 Гц,1 мс,VGA,HDMI;https://nimpha.ua/254455-monitor-acer-238-sb242yebi-d-sub-hdmi-ips-100hz-1ms
GIGABYTE;27;8999;8999;WG00254806;Монітор 27 M27Q-EK GIGABYTE;https://nimpha.ua/255587-monitor-27-m27q-ek-gigabyte
BenQ;27;22724;22724;WG00258288;Монітор BenQ PD2706U Dark Grey 27 16:9 IPS, 3840x2160, 5 мс, 95% DCI  P3, HDR10,  1xHDMI 2.0/1xDP 1.4/1xUSB Type C;https://nimpha.ua/258906-monitor-tft-27-benq-pd2706u-4k-uhd-ips-99-srgb-hdr10-hdmi-dp-usb-c-usb-hub-has-kolonki
BenQ;27;13642;13552;WG00258305;Монітор TFT 27 BenQ GW2790QT, IPS, QHD, 75 Гц, HDMI, DP, USB-C, HAS, колонки, білий;https://nimpha.ua/259029-monitor-tft-27-benq-gw2790qt-ips-qhd-75-gts-hdmi-dp-usb-c-has-kolonki-biliy
Acer;27;9308;8993;WG00268972;Монітор Acer 27 XV272UV3BMIIPR BLACK UM.HX2EE.307;https://nimpha.ua/268962-monitor-acer-27-xv272uv3bmiipr-black-umhx2ee307
ASUS;27;11769;11769;WG00282540;Монітор Asus XG27ACS 27 IPS,2560*1440,180 Гц,HDMI,DP,USB-C;https://nimpha.ua/282407-monitor-asus-27-rog-strix-xg27acs-hdmi-dp-usb-c-ips-2560x1440-180hz-1ms-srgb-133-adaptivesync-pivot-hdr400
Dell;23.8;12249;12095;WG00282562;Монітор DELL 23.8 U2424HE HDMI, DP, USB-C, RJ-45, Audio, IPS, 120Hz, sRGB 100%, Pivot;https://nimpha.ua/282492-monitor-dell-238-u2424he-hdmi-dp-usb-c-rj-45-audio-ips-120hz-srgb-100-pivot
ViewSonic;34;14869;14380;WG00287139;Монітор 34 IPS VA3456-MHDJ VIEWSONIC;https://nimpha.ua/287395-monitor-34-ips-va3456-mhdj-viewsonic
Lenovo;23.8;6375;6375;WG00295328;Монітор Lenovo T24i-30 23.8 16:9 IPS РК монітор, 1920х1080, 4мс, 60 Гц, 1xVGA/1xHDMI 1.4/1xDP 1.2/4xUSB 3.0, LTPS T24i-30;https://nimpha.ua/295263-monitor-lenovo-t24i-30-238-16%3A9-ips-rk-monitor-1920kh1080-4ms-60-gts-1xvga-1xhdmi-14-1xdp-12-4xusb-30-ltps-t24i-30
ViewSonic;23.8;3461;3457;WG00296002;Монітор ViewSonic VA2432-H 23.816:9 SuperClear IPS РК,1920х1080,100Гц ,1мс (MPRT), FreeSync, 1xVGA/1xHDMI 1.4;https://nimpha.ua/295923-monitor-viewsonic-va2432-h-238169-superclear-ips-rk1920kh1080100gts-1ms-mprt-freesync-1xvga-1xhdmi-14
BenQ;23.8;3747;3724;WG00296162;Монітор BenQ SW272Q 23.8 16:9 IPS РК, 1920х1080, 100 Гц, 5 мс (GtG), VESA MediaSync, 2xHDMI 1.4/1xDP 1.2 Black (9H.LLSLJ.LBE);https://nimpha.ua/296061-monitor-benq-sw272q-238-169-ips-rk-1920kh1080-100-gts-5-ms-gtg-vesa-mediasync-2xhdmi-14-1xdp-12-black
AOC;31.5;10164;9822;WG00296347;Монiтор TFT AOC 31.5 Q32V4 IPS QHD 75Hz HDMI DP MM Black;https://nimpha.ua/296252-monitor-tft-aoc-315-q32v4-ips-qhd-75hz-hdmi-dp-mm-black
Acer;31.5;7905;7905;WG00299546;Монітор ACER Nitro ED320QRP3BIIPX (UM.JE0EE.305);https://nimpha.ua/299427-monitor-acer-nitro-ed320qrp3biipx-umje0ee305
Samsung;27;13299;11299;WG00303852;Монітор ігровий Samsung IPS 27,2560*1440,180 Гц LS27DG500EIXCI;https://nimpha.ua/303796-monitor-samsung-ls27dg500eixci
Lenovo;27;5415;5270;WG00304044;Монітор Lenovo 27 ThinkVision S27i-30 (63DFKAT4UA);https://nimpha.ua/303979-monitor-lenovo-27-thinkvision-s27i-30-63dfkat4ua
Philips;27;6291;6176;WG00311275;Монітор 27 Philips 27M2N3200S, IPS, 180Hz, 1 ms, 2xHDMI, DP, колонки, чорно-сірий;https://nimpha.ua/311153-monitor-27-philips-27m2n3200s-ips-180hz-1-ms-2xhdmi-dp-kolonki-chorno-siriy
HP;21.5;4994;4994;WG00311280;Монітор 21.5'' HP P22 G5, IPS, VGA, HDMI, DP, чорний;https://nimpha.ua/311767-monitor-215-hp-p22-g5-ips-vga-hdmi-dp-chorniy
Lenovo;27;14238;14238;WG00312869;Монітор Lenovo 63A2GAT1UA 27 IPS, 2560х1440, 4 мс, 60 Гц, HDR10, 1xHDMI 2.0/1xDP 1.4/1xDP Out/4xUSB 3.2;https://nimpha.ua/312986-monitor-lenovo-63a2gat1ua-27-ips-2560kh1440-4-ms-60-gts-hdr10-1xhdmi-20-1xdp-14-1xdp-out-4xusb-32
Samsung;27;11964;11299;WG00312925;Монітор Samsung LS27D604UAIXCI 27 IPS,2560*1440,100 Гц LS27D604UAIXCI;https://nimpha.ua/313020-monitor-samsung-ls27d604uaixci-27-ips25601440100-gts-ls27d604uaixci
ASUS;27;19499;14569;WG00317165;Монітор Asus XG27ACG 27 IPS,2560*1440,180 Гц,USB-C,HDMI,DP;https://nimpha.ua/317211-monitor-27-asus-rog-strix-xg27acgips180hz1mshdmidisplayport
Xiaomi;23.8;5122;5005;WG00321421;Монітор ігровий 24 Xiaomi Gaming Monitor G24i (ELA5625EU);https://nimpha.ua/321653-monitor-igroviy-24-xiaomi-gaming-monitor-g24i-ela5625eu
Lenovo;14;19253;19253;WG00329206;Монітор Lenovo 14 IPS РК, сенсорний, 2240х1400, 16:10, 6 мс, проекційно-ємнісна технологія, 2x USB-C (63FDUAT6WL);https://nimpha.ua/329364-monitor-lenovo-14-ips-rk-sensorniy-2240kh1400-1610-6-ms-proektsiyno-emnisna-tekhnologiya-2x-usb-c-63fduat6wl
GIGABYTE;31.5;51168;50558;WG00329263;Монітор ігровий GIGABYTE 31.5 OLED, 3‎840x2160 UHD, 240Hz, 0.3ms, 2xHDMI 2.1, 1xDP 2.1, 1xDP 1.4, KVM, 2x5W (AORUS FO32U2);https://nimpha.ua/329398-monitor-igroviy-gigabyte-315-oled-3%E2%80%8E840x2160-uhd-240hz-03ms-2xhdmi-21-1xdp-21-1xdp-14-kvm-2x5w-aorus-fo32u2
Samsung;34;39999;38999;WG00329495;Монітор Samsung 34 OLED, вигнутий, 3440x1440, 175Гц (LS34DG852SIXUA);https://nimpha.ua/329636-monitor-samsung-34-oled-vignutiy-3440x1440-175gts-ls34dg852sixua
AOC;27;8260;8211;WG00330702;Монітор AOC Q27G4XF 27 Fast IPS, QHD, 180Гц, 0.5мс, HDMI, DP, HAS, Pivot, чорно-сірий;https://nimpha.ua/330978-monitor-aoc%C2%A0q27g4xf-27-fast-ips-qhd%C2%A0180gts-05ms-hdmi-dp-has%C2%A0pivot-chorno-siriy
MSI;31.5;44747;44536;WG00332714;Монітор MSI MAG 321UP QD-OLED 31.5 UHD, 3840x2160, 165Hz, 0.03ms, 178/178, 2xHDMI, DP, USB Type-C;https://nimpha.ua/333238-monitor-msi-mag-321up-qd-oled-315-uhd-3840x2160-165hz-003ms-178-178-2xhdmi-dp-usb-type-c
Dell;24.07;8569;8127;WG00333745;Монітор Dell P2425 24.1 IPS, 100Hz, Black (210-BMJD);https://nimpha.ua/334104-monitor-dell-p2425-241-ips-100hz-black-210-bmjd
2E;27;7399;7199;WG00337869;Монітор 2E GAMING G2724BV 27 VA, вигнутий, 2560x1440, 165Hz, 1ms, FreeSync, HDMI/DP (2E-G2724BV-01.UA);https://nimpha.ua/338435-monitor-2e-gaming-g2724bv-27-va-vignutiy-2560x1440-165hz-1ms-freesync-hdmi-dp-2e-g2724bv-01ua
Samsung;23.8;5599;5199;WG00341265;Монітор Samsung S24D400 23.8 IPS, 100Hz, 2xHDMI, DP, USB (LS24D400GAIXCI);https://nimpha.ua/341809-monitor-samsung-s24d400-238-ips-100hz-2xhdmi-dp-usb-ls24d400gaixci
iiyama;21.5;12880;12880;WG00370902;Монітор сенсорний iiyama T2252MSC-B2AG, 21.5 IPS, 1920х1080, 16:9, проекційно-ємністна технологія, 1xHDMI/1xDP/2xUSB;https://nimpha.ua/371524-monitor-sensorniy-iiyama-t2252msc-b2ag-215-ips-1920kh1080-169-proektsiyno-emnistna-tekhnologiya-1xhdmi-1xdp-2xusb
;50;34479;34479;WG00370950;Дисплей iiyama LH5064UHS-B1AG, 49.5 IPS, 3840х2160, 16:9, 500кд/м2, 24/7, Android 14, 2xHDMI/1xUSB-C/2xUSB 2.0;https://nimpha.ua/371560-displey-iiyama-lh5064uhs-b1ag-495-ips-3840kh2160-169-500kd-m2-24-7-android-14-2xhdmi-1xusb-c-2xusb-20
BenQ;27;30189;30117;WG00370915;Монітор ігровий BenQ EX271U, 27 IPS UHD, 16:9, 1мс, 165Гц, FreeSync Premium, HDR, KVM свіч, білий (9H.LN2LB.QBE);https://nimpha.ua/371615-monitor-igroviy-benq-ex271u-27-ips-uhd-169-1ms-165gts-freesync-premium-hdr-kvm-svich-biliy-9hln2lbqbe
BenQ;31.5;59472;59077;WG00370934;Монітор ігровий BenQ EX321UX, 31.5 IPS UHD, 16:9, 1мс, 144Гц, FreeSync Premium Pro, HDR, KVM свіч (9H.LM7LB.QBE);https://nimpha.ua/371648-monitor-igroviy-benq-ex321ux-315-ips-uhd-169-1ms-144gts-freesync-premium-pro-hdr-kvm-svich-9hlm7lbqbe
iiyama;23.8;5417;5417;WG00370906;Монітор iiyama XUB2493HSU-B7, 23.8 IPS, 1920х1080, 16:9, 1мс (MPRT), 300кд/м2, 100Гц, Adaptive Sync,1xHDMI 1.4/1xDP;https://nimpha.ua/371670-monitor-iiyama-xub2493hsu-b7-238-ips-1920kh1080-169-1ms-mprt-300kd-m2-100gts-adaptive-sync1xhdmi-14-1xdp
;62;77818;77818;WG00370957;Дисплей інтерактивний Lenovo 62F2WA1CEK, 65 IPS, UHD, 16:9, 400кд/м2, Android 9, IR технологія, SP 2х15Вт;https://nimpha.ua/371712-displey-interaktivniy-lenovo-62f2wa1cek-65-ips-uhd-169-400kd-m2-android-9-ir-tekhnologiya-sp-2kh15vt
Acer;32;8559;8281;WG00371343;Монітор ігровий Acer ED320QX2BIIPX, вигнутий, 31.5 VA, 1920x1080, 240Гц (UM.JE0EE.201);https://nimpha.ua/371986-monitor-igroviy-acer-ed320qx2biipx-vignutiy-315-va-1920x1080-240gts-umje0ee201
Philips;31.5;44417;42282;WG00371335;Монітор ігровий Philips 32M2N8900/00, 31.5 QD OLED, 3840x2160, 240Гц;https://nimpha.ua/372106-monitor-igroviy-philips-32m2n8900-00-315-qd-oled-3840x2160-240gts
ASUS;24.5;10469;9969;WG00371336;Монітор ігровий Asus XG259CS, 24.5 IPS, 1920x1080, 180Гц, USB Type-C (90LM0AM0-B01370);https://nimpha.ua/372252-monitor-igroviy-asus-xg259cs-245-ips-1920x1080-180gts-usb-type-c-90lm0am0-b01370
HP;24;5922;5922;WG00373125;Монітор HP V24i G5, 23.8 IPS, 75Гц, VGA/HDMI/DP, чорний (65P58AA);https://nimpha.ua/373725-monitor-hp-v24i-g5-238-ips-75gts-vga-hdmi-dp-chorniy-65p58aa
AOC;24;8238;7976;WG00373144;Монітор AOC Q24G4RE, 23.8 QHD, 180Гц, 2xHDMI/DP, чорний;https://nimpha.ua/374009-monitor-aoc-q24g4re-238-qhd-180gts-2xhdmi-dp-chorniy
ASUS;15.6;16899;16899;WG00148436;Монітор портативний Asus 15.6 ZenScreen GO MB16AHP mHDMI, USB-C, MM, IPS, 7800mAh, Cover;https://nimpha.ua/166554-portativniy-monitor-asus-mb16ahp-90lm04t0-b01170-156--480gb-ssd
ViewSonic;27;4999;4778;WG00175733;Монітор ViewSonic VA2732-H;https://nimpha.ua/191148-monitor-27-viewsonic-va2732-h-ips
Philips;23.8;13459;13419;WG00211724;Монітор Philips B-Line 242B1TC (242B1TC/00);https://nimpha.ua/217531-monitor-philips-b-line-242b1tc-242b1tc-00
2E;21.5;2949;2899;WG00229768;Монітор 2E 21.5 A2222B D-Sub, HDMI, MM, VA, 75Hz;https://nimpha.ua/230855-monitor-lcd-215-2e-a2222b-d-sub-hdmi-va
AOC;31.5;17172;17172;WG00233717;Монітор 31.5 AOC U32P2, VA, UHD, DP, HDMI x 2, Pivot, HAS, колонки, чорний;https://nimpha.ua/234742-monitor-315-aoc-u32p2-va-uhd-dp-hdmi-x-2-pivot-has-kolonki-chorniy
ASUS;27;20399;19070;WG00240647;Монітор Asus 27 ProArt PA278CGV 2xHDMI, DP, USB-C, 4xUSB, MM, IPS, 2560x1440, 144Hz, 5ms, sRGB 100%, AdaptiveSync, Pivot, HDR400;https://nimpha.ua/241535-monitor-asus-27-proart-pa278cgv-2xhdmi-dp-usb-c-4xusb-mm-ips-2560x1440-144hz-5ms-srgb-100-adaptivesync-pivot-hdr400
Dell;27;12484;12454;WG00244153;Монітор DELL 27 S2722DC 2xHDMI, USB, MM, IPS, Pivot, 2560x1440, sRGB 99%, FreeSync;https://nimpha.ua/245026-monitor-dell-27-s2722dc-2xhdmi-usb-mm-ips-pivot-2560x1440-srgb-99-freesync
Dell;49;60966;60561;WG00253696;Монітор DELL 49 U4924DW 2xHDMI, DP, USB-C, RJ-45, MM, IPS Black, 5120x1440, 32:9, sRGB 100%, CURVED, HAS;https://nimpha.ua/254479-monitor-dell-49-u4924dw-2xhdmi-dp-usb-c-rj-45-mm-ips-black-5120x1440-329-srgb-100-curved-has
AOC;24.5;7599;7569;WG00258216;Монітор TFT 24.5 AOC 25G3ZM/BK, FHD, VA, 240Гц, 0,5 мс, 2х HDMI, DP, USB-hub, HAS, Pivot, чорний;https://nimpha.ua/258867-monitor-tft-245-aoc-25g3zm-bk-fhd-va-240gts-05-ms-2kh-hdmi-dp-usb-hub-has-pivot-chorniy
HP;31.5;14154;14061;WG00258277;Монітор TFT 31.5 HP OMEN 32c, QHD, VA, вигнутий, Display HDR 400, 165Hz, 1ms, 2xHDMI, DP, HAS, чорний;https://nimpha.ua/258970-monitor-tft-315-hp-omen-32c-qhd-va-vignutiy-display-hdr-400-165hz-1ms-2xhdmi-dp-has-chorniy
Acer;24;5599;4927;WG00260343;Монітор ігровий Acer QG241YM3BMIIPX 23.8 IPS,1920*1080,180 Гц,HDMI*2, DP;https://nimpha.ua/261055-monitor-acer-238-qg241ym3bmiipx-2hdmi-dp-mm-ips-180hz-1ms
ASUS;31.5;18099;16875;WG00279923;Монітор Asus 31.5 VG32AQL1A (90LM07L0-B03370) IPS Black 170Hz;https://nimpha.ua/279885-monitor-asus-315-vg32aql1a-90lm07l0-b03370-ips-black-170hz
ASUS;31.5;9390;9369;WG00282548;Монтіор Asus VG328QA1A 31.5 VA,1920*1080,170 Гц;https://nimpha.ua/282428-monitor-asus-315-tuf-gaming-vg328qa1a-2xhdmi-dp-usb-mm-va-170hz-1ms-srgb-100-adaptivesync
ViewSonic;32;10704;10498;WG00287132;Монітор VIEWSONIC 32 VX3276-2K-MHD-2;https://nimpha.ua/286663-monitor-32-ips-vx3276-2k-mhd-2-viewsonic
Lenovo;31.5;27498;27498;WG00294504;Монітор Lenovo ThinkVision T32p-30 (63D2GAT1UA) 31.5 16:9 IPS, 3840х2160, 4 мс, 60 Гц,  HDR10, 1xHDMI 2.0/1xDP 1.4/1xUSB Type-C (до 90 Вт;https://nimpha.ua/294427-monitor-lenovo-thinkvision-t32p-30-63d2gat1ua-315-169-ips-3840kh2160-4-ms-60-gts--hdr10-1xhdmi-20-1xdp-14-1xusb-type-c-do-90-vt
